"from","to","type"
"P39059","Q5TAT6","io"
"P39059","P29400","io"
"P39059","P20908","io"
"P39059","Q86Y22","io"
"P39059","Q14031","io"
"P39059","Q9BXS0","io"
"P39059","P12107","io"
"P39059","Q01955","io"
"P39059","Q8NFW1","io"
"P39059","Q07092","io"
"P39059","Q14993","io"
"P39059","Q02388","io"
"P39059","Q8IZC6","io"
"P39059","A6NMZ7","io"
"P39059","P12110","io"
"P39059","Q2UY09","io"
"P39059","P02452","io"
"P39059","P27658","io"
"P39059","P12109","io"
"P39059","P13942","io"
"P39059","Q9P218","io"
"P39059","P12111","io"
"P39059","A8TX70","io"
"P39059","Q03692","io"
"P39059","P39060","io"
"P39059","P07237","io"
"P39059","Q96A83","io"
"P39059","P02461","io"
"P39059","Q17RW2","io"
"P39059","P20849","io"
"Q01955","P12109","io"
"Q01955","P39060","io"
"Q01955","Q05707","io"
"Q01955","Q14031","io"
"Q01955","P07237","io"
"Q01955","P13942","io"
"Q01955","P08123","io"
"Q01955","P05997","io"
"Q01955","Q14993","io"
"Q01955","P02461","io"
"Q01955","P53420","io"
"Q01955","Q8NFW1","io"
"Q01955","Q02388","io"
"Q01955","P02458","io"
"Q01955","Q17RW2","io"
"Q01955","P25067","io"
"Q01955","P08572","io"
"Q01955","Q14055","io"
"Q01955","P29400","io"
"Q01955","Q96P44","io"
"Q01955","A8TX70","io"
"Q01955","P02462","io"
"Q01955","Q9UMD9","io"
"Q01955","P12111","io"
"Q01955","P02452","io"
"Q01955","Q9P218","io"
"Q01955","P27658","io"
"Q01955","Q2UY09","io"
"Q01955","P20908","io"
"Q01955","Q8IZC6","io"
"Q01955","Q96A83","io"
"Q01955","Q9BXS0","io"
"Q01955","Q5TAT6","io"
"Q01955","A6NMZ7","io"
"Q01955","P25940","io"
"Q01955","P12107","io"
"Q01955","Q07092","io"
"Q01955","P39059","io"
"Q01955","P20849","io"
"Q01955","Q99715","io"
"Q01955","Q14050","io"
"Q01955","P12110","io"
"Q01955","Q86Y22","io"
"Q01955","Q03692","io"
"P0C0L4","P01024","io"
"P0C0L4","P0C0L5","io"
"P0C0L4","P27918","io"
"P0C0L4","P00751","io"
"P0C0L4","P06681","io"
"A8TX70","P39060","io"
"A8TX70","P02452","io"
"A8TX70","Q14993","io"
"A8TX70","Q86Y22","io"
"A8TX70","Q05707","io"
"A8TX70","P12110","io"
"A8TX70","P13942","io"
"A8TX70","P27658","io"
"A8TX70","Q8NFW1","io"
"A8TX70","Q9BXS0","io"
"A8TX70","P07237","io"
"A8TX70","Q9P218","io"
"A8TX70","Q2UY09","io"
"A8TX70","P25067","io"
"A8TX70","Q96A83","io"
"A8TX70","P12107","io"
"A8TX70","Q9UMD9","io"
"A8TX70","Q14050","io"
"A8TX70","Q14055","io"
"A8TX70","Q8IZC6","io"
"A8TX70","P02461","io"
"A8TX70","Q99715","io"
"A8TX70","P25940","io"
"A8TX70","P20849","io"
"A8TX70","Q14031","io"
"A8TX70","P53420","io"
"A8TX70","P12111","io"
"A8TX70","P08123","io"
"A8TX70","A6NMZ7","io"
"A8TX70","Q02388","io"
"A8TX70","Q5TAT6","io"
"A8TX70","P20908","io"
"A8TX70","P02462","io"
"A8TX70","P39059","io"
"A8TX70","P08572","io"
"A8TX70","Q96P44","io"
"A8TX70","P05997","io"
"A8TX70","Q01955","io"
"A8TX70","P29400","io"
"A8TX70","Q17RW2","io"
"A8TX70","P02458","io"
"A8TX70","Q07092","io"
"A8TX70","P12109","io"
"A8TX70","Q03692","io"
"Q03692","Q05707","io"
"Q03692","Q14055","io"
"Q03692","P02452","io"
"Q03692","Q14050","io"
"Q03692","Q5TAT6","io"
"Q03692","P53420","io"
"Q03692","Q2UY09","io"
"Q03692","P08123","io"
"Q03692","Q96P44","io"
"Q03692","Q14993","io"
"Q03692","Q99715","io"
"Q03692","P39060","io"
"Q03692","P25940","io"
"Q03692","Q9BXS0","io"
"Q03692","Q02388","io"
"Q03692","P20908","io"
"Q03692","Q86Y22","io"
"Q03692","Q14031","io"
"Q03692","P25067","io"
"Q03692","P20849","io"
"Q03692","A8TX70","io"
"Q03692","P12107","io"
"Q03692","A6NMZ7","io"
"Q03692","Q8IZC6","io"
"Q03692","P29400","io"
"Q03692","Q9P218","io"
"Q03692","P02462","io"
"Q03692","P05997","io"
"Q03692","Q96A83","io"
"Q03692","Q9UMD9","io"
"Q03692","P12109","io"
"Q03692","P07237","io"
"Q03692","Q01955","io"
"Q03692","Q07092","io"
"Q03692","P02458","io"
"Q03692","P13942","io"
"Q03692","Q8NFW1","io"
"Q03692","P12110","io"
"Q03692","P27658","io"
"Q03692","P08572","io"
"Q03692","P12111","io"
"Q03692","P02461","io"
"Q03692","Q17RW2","io"
"Q03692","P39059","io"
"P39060","P08572","io"
"P39060","Q17RW2","io"
"P39060","P08123","io"
"P39060","P25067","io"
"P39060","P12110","io"
"P39060","P20849","io"
"P39060","A6NMZ7","io"
"P39060","P53420","io"
"P39060","P02452","io"
"P39060","Q8IZC6","io"
"P39060","P13942","io"
"P39060","P02458","io"
"P39060","Q14993","io"
"P39060","Q2UY09","io"
"P39060","Q05707","io"
"P39060","P27658","io"
"P39060","Q96A83","io"
"P39060","Q07092","io"
"P39060","P39059","io"
"P39060","Q9UMD9","io"
"P39060","Q9BXS0","io"
"P39060","Q01955","io"
"P39060","Q14031","io"
"P39060","P02462","io"
"P39060","P02461","io"
"P39060","P12111","io"
"P39060","Q96P44","io"
"P39060","P12107","io"
"P39060","P20908","io"
"P39060","Q03692","io"
"P39060","Q5TAT6","io"
"P39060","Q86Y22","io"
"P39060","A8TX70","io"
"P39060","Q14050","io"
"P39060","P29400","io"
"P39060","Q14055","io"
"P39060","P07237","io"
"P39060","Q02388","io"
"P39060","Q8NFW1","io"
"P39060","P12109","io"
"P39060","P05997","io"
"P39060","P25940","io"
"P39060","Q9P218","io"
"P39060","Q99715","io"
"Q9P218","P12111","io"
"Q9P218","Q96P44","io"
"Q9P218","Q86Y22","io"
"Q9P218","Q99715","io"
"Q9P218","Q8IZC6","io"
"Q9P218","P05997","io"
"Q9P218","Q01955","io"
"Q9P218","A8TX70","io"
"Q9P218","P02461","io"
"Q9P218","Q9BXS0","io"
"Q9P218","P02458","io"
"Q9P218","P13942","io"
"Q9P218","Q9UMD9","io"
"Q9P218","Q05707","io"
"Q9P218","Q96A83","io"
"Q9P218","P39059","io"
"Q9P218","Q5TAT6","io"
"Q9P218","Q07092","io"
"Q9P218","P20908","io"
"Q9P218","P08572","io"
"Q9P218","P27658","io"
"Q9P218","P53420","io"
"Q9P218","Q2UY09","io"
"Q9P218","P39060","io"
"Q9P218","P20849","io"
"Q9P218","P07237","io"
"Q9P218","P02452","io"
"Q9P218","P25940","io"
"Q9P218","Q17RW2","io"
"Q9P218","P08123","io"
"Q9P218","Q02388","io"
"Q9P218","Q03692","io"
"Q9P218","P12110","io"
"Q9P218","Q14031","io"
"Q9P218","A6NMZ7","io"
"Q9P218","Q8NFW1","io"
"Q9P218","P02462","io"
"Q9P218","Q14993","io"
"Q9P218","P29400","io"
"Q9P218","P12109","io"
"Q9P218","P25067","io"
"Q9P218","Q14050","io"
"Q9P218","Q14055","io"
"Q9P218","P12107","io"
"Q96P44","P13942","io"
"Q96P44","Q2UY09","io"
"Q96P44","Q9P218","io"
"Q96P44","Q05707","io"
"Q96P44","P20908","io"
"Q96P44","Q14031","io"
"Q96P44","Q5TAT6","io"
"Q96P44","P12107","io"
"Q96P44","Q86Y22","io"
"Q96P44","Q14055","io"
"Q96P44","P25067","io"
"Q96P44","P20849","io"
"Q96P44","P02462","io"
"Q96P44","P02458","io"
"Q96P44","P27658","io"
"Q96P44","Q14993","io"
"Q96P44","P02461","io"
"Q96P44","P02452","io"
"Q96P44","P53420","io"
"Q96P44","P08572","io"
"Q96P44","P07237","io"
"Q96P44","Q99715","io"
"Q96P44","P12109","io"
"Q96P44","Q9UMD9","io"
"Q96P44","P39059","io"
"Q96P44","A8TX70","io"
"Q96P44","Q01955","io"
"Q96P44","P08123","io"
"Q96P44","Q17RW2","io"
"Q96P44","Q8NFW1","io"
"Q96P44","Q02388","io"
"Q96P44","A6NMZ7","io"
"Q96P44","Q07092","io"
"Q96P44","Q03692","io"
"Q96P44","P29400","io"
"Q96P44","Q96A83","io"
"Q96P44","P39060","io"
"Q96P44","P12110","io"
"Q96P44","P12111","io"
"Q96P44","P25940","io"
"Q96P44","Q8IZC6","io"
"Q96P44","Q14050","io"
"Q96P44","Q9BXS0","io"
"Q96P44","P05997","io"
"P02458","Q5TAT6","io"
"P02458","P02452","io"
"P02458","Q02388","io"
"P02458","P12109","io"
"P02458","Q9UMD9","io"
"P02458","Q8IZC6","io"
"P02458","Q2UY09","io"
"P02458","A6NMZ7","io"
"P02458","P39060","io"
"P02458","Q14031","io"
"P02458","Q9P218","io"
"P02458","A8TX70","io"
"P02458","P02462","io"
"P02458","Q99715","io"
"P02458","P20908","io"
"P02458","Q01955","io"
"P02458","P39059","io"
"P02458","P05997","io"
"P02458","Q86Y22","io"
"P02458","Q96P44","io"
"P02458","P08572","io"
"P02458","P25940","io"
"P02458","Q9BXS0","io"
"P02458","P13942","io"
"P02458","Q8NFW1","io"
"P02458","P12110","io"
"P02458","P25067","io"
"P02458","P29400","io"
"P02458","P20849","io"
"P02458","Q17RW2","io"
"P02458","Q14993","io"
"P02458","Q05707","io"
"P02458","P27658","io"
"P02458","P53420","io"
"P02458","P07237","io"
"P02458","Q14055","io"
"P02458","P02461","io"
"P02458","P08123","io"
"P02458","Q03692","io"
"P02458","P12107","io"
"P02458","Q14050","io"
"P02458","Q07092","io"
"P02458","Q96A83","io"
"P02458","P12111","io"
"P02462","P39060","io"
"P02462","Q2UY09","io"
"P02462","P02461","io"
"P02462","P27658","io"
"P02462","Q01955","io"
"P02462","Q02388","io"
"P02462","Q99715","io"
"P02462","Q9UMD9","io"
"P02462","P29400","io"
"P02462","Q86Y22","io"
"P02462","Q14055","io"
"P02462","Q8NFW1","io"
"P02462","P12109","io"
"P02462","P02458","io"
"P02462","Q14993","io"
"P02462","Q9BXS0","io"
"P02462","A6NMZ7","io"
"P02462","P20908","io"
"P02462","P08572","io"
"P02462","Q96P44","io"
"P02462","P02452","io"
"P02462","Q14050","io"
"P02462","P25067","io"
"P02462","A8TX70","io"
"P02462","P13942","io"
"P02462","Q14031","io"
"P02462","Q07092","io"
"P02462","P12110","io"
"P02462","Q96A83","io"
"P02462","P12107","io"
"P02462","P39059","io"
"P02462","P25940","io"
"P02462","P20849","io"
"P02462","P07237","io"
"P02462","P08123","io"
"P02462","Q9P218","io"
"P02462","Q05707","io"
"P02462","Q5TAT6","io"
"P02462","Q17RW2","io"
"P02462","P53420","io"
"P02462","Q03692","io"
"P02462","P05997","io"
"P02462","Q8IZC6","io"
"P02462","P12111","io"
"P53420","Q2UY09","io"
"P53420","P12109","io"
"P53420","Q07092","io"
"P53420","Q99715","io"
"P53420","Q02388","io"
"P53420","Q14055","io"
"P53420","P05997","io"
"P53420","P02458","io"
"P53420","Q96A83","io"
"P53420","Q9UMD9","io"
"P53420","Q05707","io"
"P53420","P12111","io"
"P53420","P25067","io"
"P53420","P12107","io"
"P53420","P20908","io"
"P53420","Q9BXS0","io"
"P53420","Q14993","io"
"P53420","Q03692","io"
"P53420","P13942","io"
"P53420","P02452","io"
"P53420","Q96P44","io"
"P53420","P25940","io"
"P53420","P39059","io"
"P53420","P27658","io"
"P53420","P07237","io"
"P53420","Q14031","io"
"P53420","P02462","io"
"P53420","Q5TAT6","io"
"P53420","P12110","io"
"P53420","Q8NFW1","io"
"P53420","Q9P218","io"
"P53420","P08123","io"
"P53420","A8TX70","io"
"P53420","A6NMZ7","io"
"P53420","P39060","io"
"P53420","Q17RW2","io"
"P53420","Q14050","io"
"P53420","P08572","io"
"P53420","P29400","io"
"P53420","P02461","io"
"P53420","Q01955","io"
"P53420","Q8IZC6","io"
"P53420","Q86Y22","io"
"P53420","P20849","io"
"P29400","P27658","io"
"P29400","Q8IZC6","io"
"P29400","Q99715","io"
"P29400","Q17RW2","io"
"P29400","A6NMZ7","io"
"P29400","P12111","io"
"P29400","Q01955","io"
"P29400","Q96A83","io"
"P29400","Q9BXS0","io"
"P29400","P39059","io"
"P29400","Q8NFW1","io"
"P29400","P53420","io"
"P29400","P25067","io"
"P29400","Q5TAT6","io"
"P29400","P02458","io"
"P29400","P12110","io"
"P29400","P05997","io"
"P29400","Q9P218","io"
"P29400","P08572","io"
"P29400","P12107","io"
"P29400","P25940","io"
"P29400","P02461","io"
"P29400","Q9UMD9","io"
"P29400","Q05707","io"
"P29400","Q14050","io"
"P29400","P20849","io"
"P29400","Q14055","io"
"P29400","Q02388","io"
"P29400","P07237","io"
"P29400","Q14031","io"
"P29400","P08123","io"
"P29400","P12109","io"
"P29400","P20908","io"
"P29400","P13942","io"
"P29400","Q03692","io"
"P29400","P39060","io"
"P29400","Q2UY09","io"
"P29400","Q07092","io"
"P29400","P02452","io"
"P29400","Q14993","io"
"P29400","Q86Y22","io"
"P29400","A8TX70","io"
"P29400","Q96P44","io"
"P29400","P02462","io"
"P02452","P25940","io"
"P02452","Q01955","io"
"P02452","P12110","io"
"P02452","P20849","io"
"P02452","Q8IZC6","io"
"P02452","Q86Y22","io"
"P02452","Q9P218","io"
"P02452","P12107","io"
"P02452","Q07092","io"
"P02452","Q02388","io"
"P02452","Q14050","io"
"P02452","P39059","io"
"P02452","Q9UMD9","io"
"P02452","P20908","io"
"P02452","P25067","io"
"P02452","P05997","io"
"P02452","A8TX70","io"
"P02452","Q03692","io"
"P02452","P08572","io"
"P02452","Q5TAT6","io"
"P02452","Q05707","io"
"P02452","Q14993","io"
"P02452","Q9BXS0","io"
"P02452","P08123","io"
"P02452","P53420","io"
"P02452","Q2UY09","io"
"P02452","P02462","io"
"P02452","Q14031","io"
"P02452","Q99715","io"
"P02452","P39060","io"
"P02452","P02461","io"
"P02452","A6NMZ7","io"
"P02452","Q96P44","io"
"P02452","Q96A83","io"
"P02452","Q17RW2","io"
"P02452","P27658","io"
"P02452","P29400","io"
"P02452","P07237","io"
"P02452","P12109","io"
"P02452","P13942","io"
"P02452","Q14055","io"
"P02452","P12111","io"
"P02452","Q8NFW1","io"
"P02452","P02458","io"
"P08123","P53420","io"
"P08123","Q03692","io"
"P08123","Q05707","io"
"P08123","Q17RW2","io"
"P08123","Q14055","io"
"P08123","P12107","io"
"P08123","P25067","io"
"P08123","Q9UMD9","io"
"P08123","A8TX70","io"
"P08123","P20908","io"
"P08123","Q14050","io"
"P08123","Q14031","io"
"P08123","Q8IZC6","io"
"P08123","P05997","io"
"P08123","Q86Y22","io"
"P08123","P29400","io"
"P08123","P27658","io"
"P08123","Q9BXS0","io"
"P08123","P07237","io"
"P08123","Q9P218","io"
"P08123","P39060","io"
"P08123","P12109","io"
"P08123","Q96A83","io"
"P08123","Q8NFW1","io"
"P08123","A6NMZ7","io"
"P08123","Q96P44","io"
"P08123","Q2UY09","io"
"P08123","P02452","io"
"P08123","Q01955","io"
"P08123","Q5TAT6","io"
"P08123","P02461","io"
"P08123","Q14993","io"
"P08123","P39059","io"
"P08123","Q02388","io"
"P08123","P08572","io"
"P08123","P25940","io"
"P08123","P02458","io"
"P08123","P02462","io"
"P08123","P20849","io"
"P08123","P13942","io"
"P08123","P12111","io"
"P08123","P12110","io"
"P08123","Q07092","io"
"P08123","Q99715","io"
"P06681","P0C0L4","io"
"P06681","P27918","io"
"P06681","P0C0L5","io"
"P06681","P00751","io"
"P06681","P01024","io"
"P02461","P02452","io"
"P02461","Q17RW2","io"
"P02461","P20849","io"
"P02461","P08123","io"
"P02461","P12110","io"
"P02461","P12107","io"
"P02461","Q96A83","io"
"P02461","P07237","io"
"P02461","Q8IZC6","io"
"P02461","Q9UMD9","io"
"P02461","P27658","io"
"P02461","Q14993","io"
"P02461","Q14031","io"
"P02461","Q5TAT6","io"
"P02461","Q01955","io"
"P02461","P08572","io"
"P02461","P25940","io"
"P02461","Q8NFW1","io"
"P02461","P13942","io"
"P02461","Q07092","io"
"P02461","Q03692","io"
"P02461","Q86Y22","io"
"P02461","P39059","io"
"P02461","Q96P44","io"
"P02461","P02462","io"
"P02461","Q9BXS0","io"
"P02461","P12109","io"
"P02461","P20908","io"
"P02461","P53420","io"
"P02461","P25067","io"
"P02461","P29400","io"
"P02461","Q02388","io"
"P02461","A8TX70","io"
"P02461","Q99715","io"
"P02461","Q05707","io"
"P02461","Q9P218","io"
"P02461","Q2UY09","io"
"P02461","A6NMZ7","io"
"P02461","P12111","io"
"P02461","P05997","io"
"P02461","Q14055","io"
"P02461","P02458","io"
"P02461","P39060","io"
"P02461","Q14050","io"
"P01024","P27918","io"
"P01024","Q02985","io"
"P01024","P06681","io"
"P01024","P08603","io"
"P01024","P0C0L4","io"
"P01024","P0C0L5","io"
"P01024","P00751","io"
"P08572","Q03692","io"
"P08572","Q9P218","io"
"P08572","P25940","io"
"P08572","P12110","io"
"P08572","Q01955","io"
"P08572","Q2UY09","io"
"P08572","P05997","io"
"P08572","Q17RW2","io"
"P08572","Q05707","io"
"P08572","P02461","io"
"P08572","P02452","io"
"P08572","P25067","io"
"P08572","Q14050","io"
"P08572","P53420","io"
"P08572","P12109","io"
"P08572","Q5TAT6","io"
"P08572","P12111","io"
"P08572","Q14993","io"
"P08572","Q86Y22","io"
"P08572","P29400","io"
"P08572","Q96P44","io"
"P08572","Q02388","io"
"P08572","P02462","io"
"P08572","Q9UMD9","io"
"P08572","P39060","io"
"P08572","Q14055","io"
"P08572","P13942","io"
"P08572","P08123","io"
"P08572","Q9BXS0","io"
"P08572","P12107","io"
"P08572","Q8IZC6","io"
"P08572","P02458","io"
"P08572","Q8NFW1","io"
"P08572","Q14031","io"
"P08572","P27658","io"
"P08572","P20849","io"
"P08572","A6NMZ7","io"
"P08572","A8TX70","io"
"P08572","Q99715","io"
"P08572","Q96A83","io"
"P08572","P07237","io"
"P08572","P39059","io"
"P08572","Q07092","io"
"P08572","P20908","io"
"P20908","P53420","io"
"P20908","P13942","io"
"P20908","Q5TAT6","io"
"P20908","P12111","io"
"P20908","Q9BXS0","io"
"P20908","Q05707","io"
"P20908","P12110","io"
"P20908","Q14055","io"
"P20908","P08572","io"
"P20908","P07237","io"
"P20908","A6NMZ7","io"
"P20908","Q2UY09","io"
"P20908","P25067","io"
"P20908","P25940","io"
"P20908","P27658","io"
"P20908","P02452","io"
"P20908","Q14993","io"
"P20908","Q99715","io"
"P20908","Q86Y22","io"
"P20908","P12107","io"
"P20908","Q96P44","io"
"P20908","Q14031","io"
"P20908","Q01955","io"
"P20908","Q14050","io"
"P20908","Q9UMD9","io"
"P20908","P12109","io"
"P20908","P39059","io"
"P20908","Q8NFW1","io"
"P20908","A8TX70","io"
"P20908","P08123","io"
"P20908","Q02388","io"
"P20908","Q9P218","io"
"P20908","P29400","io"
"P20908","P20849","io"
"P20908","P05997","io"
"P20908","Q8IZC6","io"
"P20908","Q96A83","io"
"P20908","P39060","io"
"P20908","Q07092","io"
"P20908","P02461","io"
"P20908","P02458","io"
"P20908","Q17RW2","io"
"P20908","Q03692","io"
"P20908","P02462","io"
"P25940","Q03692","io"
"P25940","Q01955","io"
"P25940","Q14055","io"
"P25940","Q86Y22","io"
"P25940","Q9UMD9","io"
"P25940","P20849","io"
"P25940","Q9P218","io"
"P25940","P08572","io"
"P25940","P12109","io"
"P25940","P02452","io"
"P25940","P20908","io"
"P25940","Q96A83","io"
"P25940","Q96P44","io"
"P25940","Q14993","io"
"P25940","P29400","io"
"P25940","Q07092","io"
"P25940","P02461","io"
"P25940","P07237","io"
"P25940","P39059","io"
"P25940","P13942","io"
"P25940","P27658","io"
"P25940","A6NMZ7","io"
"P25940","Q2UY09","io"
"P25940","Q5TAT6","io"
"P25940","P12107","io"
"P25940","Q9BXS0","io"
"P25940","A8TX70","io"
"P25940","P02458","io"
"P25940","Q02388","io"
"P25940","Q8IZC6","io"
"P25940","Q05707","io"
"P25940","P05997","io"
"P25940","Q17RW2","io"
"P25940","P25067","io"
"P25940","P08123","io"
"P25940","Q99715","io"
"P25940","Q8NFW1","io"
"P25940","P39060","io"
"P25940","P12111","io"
"P25940","Q14050","io"
"P25940","P53420","io"
"P25940","P12110","io"
"P25940","P02462","io"
"P25940","Q14031","io"
"P12110","P13942","io"
"P12110","P39060","io"
"P12110","P02461","io"
"P12110","P53420","io"
"P12110","P02462","io"
"P12110","Q8NFW1","io"
"P12110","A6NMZ7","io"
"P12110","Q96A83","io"
"P12110","Q9P218","io"
"P12110","Q14031","io"
"P12110","P29400","io"
"P12110","Q02388","io"
"P12110","Q86Y22","io"
"P12110","Q17RW2","io"
"P12110","P25940","io"
"P12110","P12111","io"
"P12110","Q01955","io"
"P12110","Q05707","io"
"P12110","P05997","io"
"P12110","P08572","io"
"P12110","P08123","io"
"P12110","P20908","io"
"P12110","P27658","io"
"P12110","P12107","io"
"P12110","Q8IZC6","io"
"P12110","Q14055","io"
"P12110","A8TX70","io"
"P12110","Q9BXS0","io"
"P12110","Q14050","io"
"P12110","Q14993","io"
"P12110","P39059","io"
"P12110","Q9UMD9","io"
"P12110","Q96P44","io"
"P12110","Q5TAT6","io"
"P12110","P02452","io"
"P12110","P25067","io"
"P12110","P07237","io"
"P12110","Q07092","io"
"P12110","P12109","io"
"P12110","Q2UY09","io"
"P12110","Q99715","io"
"P12110","Q03692","io"
"P12110","P20849","io"
"P12110","P02458","io"
"A6NMZ7","P53420","io"
"A6NMZ7","Q9BXS0","io"
"A6NMZ7","Q14031","io"
"A6NMZ7","P08572","io"
"A6NMZ7","Q8IZC6","io"
"A6NMZ7","P07237","io"
"A6NMZ7","P08123","io"
"A6NMZ7","Q2UY09","io"
"A6NMZ7","Q99715","io"
"A6NMZ7","Q07092","io"
"A6NMZ7","Q9P218","io"
"A6NMZ7","Q86Y22","io"
"A6NMZ7","Q17RW2","io"
"A6NMZ7","P20908","io"
"A6NMZ7","P39060","io"
"A6NMZ7","P25940","io"
"A6NMZ7","P20849","io"
"A6NMZ7","P25067","io"
"A6NMZ7","Q14055","io"
"A6NMZ7","P27658","io"
"A6NMZ7","Q01955","io"
"A6NMZ7","Q96A83","io"
"A6NMZ7","Q96P44","io"
"A6NMZ7","P12107","io"
"A6NMZ7","Q05707","io"
"A6NMZ7","P02452","io"
"A6NMZ7","Q8NFW1","io"
"A6NMZ7","Q03692","io"
"A6NMZ7","Q5TAT6","io"
"A6NMZ7","P02458","io"
"A6NMZ7","P12111","io"
"A6NMZ7","Q14993","io"
"A6NMZ7","Q9UMD9","io"
"A6NMZ7","P02462","io"
"A6NMZ7","P13942","io"
"A6NMZ7","P39059","io"
"A6NMZ7","P05997","io"
"A6NMZ7","A8TX70","io"
"A6NMZ7","P02461","io"
"A6NMZ7","P29400","io"
"A6NMZ7","P12110","io"
"A6NMZ7","Q02388","io"
"A6NMZ7","Q14050","io"
"A6NMZ7","P12109","io"
"P20849","Q9BXS0","io"
"P20849","P12110","io"
"P20849","Q17RW2","io"
"P20849","Q99715","io"
"P20849","Q8NFW1","io"
"P20849","P12111","io"
"P20849","P29400","io"
"P20849","Q03692","io"
"P20849","Q9P218","io"
"P20849","Q5TAT6","io"
